Team,Season,PlayerName,DateOfBirth,Position,ShirtNumber,Nationality,CurrentClub,ClubLeague,Height,Weight,PreferredFoot
Cameroon,2026,Player CAM-13,23/05/1998,DF,13,Cameroon,Manchester City,Premier League,193,83,Right
Cameroon,2026,Player CAM-14,24/05/1998,MF,14,Cameroon,Bayern Munich,Bundesliga,194,84,Right
Cameroon,2026,Player CAM-15,25/05/1998,MF,15,Cameroon,PSG,Ligue 1,180,85,Right
Cameroon,2026,Player CAM-16,26/05/1998,MF,16,Cameroon,Inter Milan,Serie A,181,86,Right
Cameroon,2026,Player CAM-17,27/05/1998,FW,17,Cameroon,Al-Hilal,Saudi Pro League,182,87,Right
Cameroon,2026,Player CAM-18,10/05/1998,FW,18,Cameroon,Real Madrid,LaLiga,183,70,Right
Cameroon,2026,Player CAM-19,11/05/1998,FW,19,Cameroon,Manchester City,Premier League,184,71,Right
Cameroon,2026,Player CAM-20,12/05/1998,GK,20,Cameroon,Bayern Munich,Bundesliga,192,86,Right
Cameroon,2026,Player CAM-21,13/05/1998,DF,21,Cameroon,PSG,Ligue 1,186,73,Left
Cameroon,2026,Player CAM-22,14/05/1998,DF,22,Cameroon,Inter Milan,Serie A,187,74,Right
Cameroon,2026,Player CAM-23,15/05/1998,DF,23,Cameroon,Al-Hilal,Saudi Pro League,188,75,Right
Cameroon,2026,Player CAM-24,16/05/1998,MF,24,Cameroon,Real Madrid,LaLiga,189,76,Right
Cameroon,2026,Player CAM-25,17/05/1998,MF,25,Cameroon,Manchester City,Premier League,190,77,Right
Cameroon,2026,Player CAM-26,18/05/1998,MF,26,Cameroon,Bayern Munich,Bundesliga,191,78,Right
Ghana,2026,Player GHA-1,11/05/1998,DF,1,Ghana,Manchester City,Premier League,181,71,Right
Ghana,2026,Player GHA-2,12/05/1998,DF,2,Ghana,Bayern Munich,Bundesliga,182,72,Right
Ghana,2026,Player GHA-3,13/05/1998,DF,3,Ghana,PSG,Ligue 1,183,73,Left
Ghana,2026,Player GHA-4,14/05/1998,MF,4,Ghana,Inter Milan,Serie A,184,74,Right
Ghana,2026,Player GHA-5,15/05/1998,MF,5,Ghana,Al-Hilal,Saudi Pro League,185,75,Right
Ghana,2026,Player GHA-6,16/05/1998,MF,6,Ghana,Real Madrid,LaLiga,186,76,Right
Ghana,2026,Player GHA-7,17/05/1998,FW,7,Ghana,Manchester City,Premier League,187,77,Left
Ghana,2026,Player GHA-8,18/05/1998,FW,8,Ghana,Bayern Munich,Bundesliga,188,78,Right
Ghana,2026,Player GHA-9,19/05/1998,FW,9,Ghana,PSG,Ligue 1,189,79,Right
Ghana,2026,Player GHA-10,20/05/1998,GK,10,Ghana,Inter Milan,Serie A,192,86,Right
Ghana,2026,Player GHA-11,21/05/1998,DF,11,Ghana,Al-Hilal,Saudi Pro League,191,81,Left
Ghana,2026,Player GHA-12,22/05/1998,DF,12,Ghana,Real Madrid,LaLiga,192,82,Right
Ghana,2026,Player GHA-13,23/05/1998,DF,13,Ghana,Manchester City,Premier League,193,83,Right
Ghana,2026,Player GHA-14,24/05/1998,MF,14,Ghana,Bayern Munich,Bundesliga,194,84,Right
Ghana,2026,Player GHA-15,25/05/1998,MF,15,Ghana,PSG,Ligue 1,180,85,Right
Ghana,2026,Player GHA-16,26/05/1998,MF,16,Ghana,Inter Milan,Serie A,181,86,Right
Ghana,2026,Player GHA-17,27/05/1998,FW,17,Ghana,Al-Hilal,Saudi Pro League,182,87,Right
Ghana,2026,Player GHA-18,10/05/1998,FW,18,Ghana,Real Madrid,LaLiga,183,70,Right
Ghana,2026,Player GHA-19,11/05/1998,FW,19,Ghana,Manchester City,Premier League,184,71,Right
Ghana,2026,Player GHA-20,12/05/1998,GK,20,Ghana,Bayern Munich,Bundesliga,192,86,Right
Ghana,2026,Player GHA-21,13/05/1998,DF,21,Ghana,PSG,Ligue 1,186,73,Left
Ghana,2026,Player GHA-22,14/05/1998,DF,22,Ghana,Inter Milan,Serie A,187,74,Right
Ghana,2026,Player GHA-23,15/05/1998,DF,23,Ghana,Al-Hilal,Saudi Pro League,188,75,Right
Ghana,2026,Player GHA-24,16/05/1998,MF,24,Ghana,Real Madrid,LaLiga,189,76,Right
Ghana,2026,Player GHA-25,17/05/1998,MF,25,Ghana,Manchester City,Premier League,190,77,Right
Ghana,2026,Player GHA-26,18/05/1998,MF,26,Ghana,Bayern Munich,Bundesliga,191,78,Right
Tunisia,2026,Player TUN-1,11/05/1998,DF,1,Tunisia,Manchester City,Premier League,181,71,Right
Tunisia,2026,Player TUN-2,12/05/1998,DF,2,Tunisia,Bayern Munich,Bundesliga,182,72,Right
Tunisia,2026,Player TUN-3,13/05/1998,DF,3,Tunisia,PSG,Ligue 1,183,73,Left
Tunisia,2026,Player TUN-4,14/05/1998,MF,4,Tunisia,Inter Milan,Serie A,184,74,Right
Tunisia,2026,Player TUN-5,15/05/1998,MF,5,Tunisia,Al-Hilal,Saudi Pro League,185,75,Right
Tunisia,2026,Player TUN-6,16/05/1998,MF,6,Tunisia,Real Madrid,LaLiga,186,76,Right
Tunisia,2026,Player TUN-7,17/05/1998,FW,7,Tunisia,Manchester City,Premier League,187,77,Left
Tunisia,2026,Player TUN-8,18/05/1998,FW,8,Tunisia,Bayern Munich,Bundesliga,188,78,Right
Tunisia,2026,Player TUN-9,19/05/1998,FW,9,Tunisia,PSG,Ligue 1,189,79,Right
Tunisia,2026,Player TUN-10,20/05/1998,GK,10,Tunisia,Inter Milan,Serie A,192,86,Right
Tunisia,2026,Player TUN-11,21/05/1998,DF,11,Tunisia,Al-Hilal,Saudi Pro League,191,81,Left
Tunisia,2026,Player TUN-12,22/05/1998,DF,12,Tunisia,Real Madrid,LaLiga,192,82,Right
Tunisia,2026,Player TUN-13,23/05/1998,DF,13,Tunisia,Manchester City,Premier League,193,83,Right
Tunisia,2026,Player TUN-14,24/05/1998,MF,14,Tunisia,Bayern Munich,Bundesliga,194,84,Right
Tunisia,2026,Player TUN-15,25/05/1998,MF,15,Tunisia,PSG,Ligue 1,180,85,Right
Tunisia,2026,Player TUN-16,26/05/1998,MF,16,Tunisia,Inter Milan,Serie A,181,86,Right
Tunisia,2026,Player TUN-17,27/05/1998,FW,17,Tunisia,Al-Hilal,Saudi Pro League,182,87,Right
Tunisia,2026,Player TUN-18,10/05/1998,FW,18,Tunisia,Real Madrid,LaLiga,183,70,Right
Tunisia,2026,Player TUN-19,11/05/1998,FW,19,Tunisia,Manchester City,Premier League,184,71,Right
Tunisia,2026,Player TUN-20,12/05/1998,GK,20,Tunisia,Bayern Munich,Bundesliga,192,86,Right
Tunisia,2026,Player TUN-21,13/05/1998,DF,21,Tunisia,PSG,Ligue 1,186,73,Left
Tunisia,2026,Player TUN-22,14/05/1998,DF,22,Tunisia,Inter Milan,Serie A,187,74,Right
Tunisia,2026,Player TUN-23,15/05/1998,DF,23,Tunisia,Al-Hilal,Saudi Pro League,188,75,Right
Tunisia,2026,Player TUN-24,16/05/1998,MF,24,Tunisia,Real Madrid,LaLiga,189,76,Right
Tunisia,2026,Player TUN-25,17/05/1998,MF,25,Tunisia,Manchester City,Premier League,190,77,Right
Tunisia,2026,Player TUN-26,18/05/1998,MF,26,Tunisia,Bayern Munich,Bundesliga,191,78,Right
Ukraine,2026,Player UKR-1,11/05/1998,DF,1,Ukraine,Manchester City,Premier League,181,71,Right
Ukraine,2026,Player UKR-2,12/05/1998,DF,2,Ukraine,Bayern Munich,Bundesliga,182,72,Right
Ukraine,2026,Player UKR-3,13/05/1998,DF,3,Ukraine,PSG,Ligue 1,183,73,Left
Ukraine,2026,Player UKR-4,14/05/1998,MF,4,Ukraine,Inter Milan,Serie A,184,74,Right
Ukraine,2026,Player UKR-5,15/05/1998,MF,5,Ukraine,Al-Hilal,Saudi Pro League,185,75,Right
Ukraine,2026,Player UKR-6,16/05/1998,MF,6,Ukraine,Real Madrid,LaLiga,186,76,Right
Ukraine,2026,Player UKR-7,17/05/1998,FW,7,Ukraine,Manchester City,Premier League,187,77,Left
Ukraine,2026,Player UKR-8,18/05/1998,FW,8,Ukraine,Bayern Munich,Bundesliga,188,78,Right
Ukraine,2026,Player UKR-9,19/05/1998,FW,9,Ukraine,PSG,Ligue 1,189,79,Right
Ukraine,2026,Player UKR-10,20/05/1998,GK,10,Ukraine,Inter Milan,Serie A,192,86,Right
Ukraine,2026,Player UKR-11,21/05/1998,DF,11,Ukraine,Al-Hilal,Saudi Pro League,191,81,Left
Ukraine,2026,Player UKR-12,22/05/1998,DF,12,Ukraine,Real Madrid,LaLiga,192,82,Right
Ukraine,2026,Player UKR-13,23/05/1998,DF,13,Ukraine,Manchester City,Premier League,193,83,Right
Ukraine,2026,Player UKR-14,24/05/1998,MF,14,Ukraine,Bayern Munich,Bundesliga,194,84,Right
Ukraine,2026,Player UKR-15,25/05/1998,MF,15,Ukraine,PSG,Ligue 1,180,85,Right
Ukraine,2026,Player UKR-16,26/05/1998,MF,16,Ukraine,Inter Milan,Serie A,181,86,Right
Ukraine,2026,Player UKR-17,27/05/1998,FW,17,Ukraine,Al-Hilal,Saudi Pro League,182,87,Right
Ukraine,2026,Player UKR-18,10/05/1998,FW,18,Ukraine,Real Madrid,LaLiga,183,70,Right
Ukraine,2026,Player UKR-19,11/05/1998,FW,19,Ukraine,Manchester City,Premier League,184,71,Right
Ukraine,2026,Player UKR-20,12/05/1998,GK,20,Ukraine,Bayern Munich,Bundesliga,192,86,Right
Ukraine,2026,Player UKR-21,13/05/1998,DF,21,Ukraine,PSG,Ligue 1,186,73,Left
Ukraine,2026,Player UKR-22,14/05/1998,DF,22,Ukraine,Inter Milan,Serie A,187,74,Right
Ukraine,2026,Player UKR-23,15/05/1998,DF,23,Ukraine,Al-Hilal,Saudi Pro League,188,75,Right
Ukraine,2026,Player UKR-24,16/05/1998,MF,24,Ukraine,Real Madrid,LaLiga,189,76,Right
Ukraine,2026,Player UKR-25,17/05/1998,MF,25,Ukraine,Manchester City,Premier League,190,77,Right
Ukraine,2026,Player UKR-26,18/05/1998,MF,26,Ukraine,Bayern Munich,Bundesliga,191,78,Right
Poland,2026,Player POL-1,11/05/1998,DF,1,Poland,Manchester City,Premier League,181,71,Right
Poland,2026,Player POL-2,12/05/1998,DF,2,Poland,Bayern Munich,Bundesliga,182,72,Right
Poland,2026,Player POL-3,13/05/1998,DF,3,Poland,PSG,Ligue 1,183,73,Left
Poland,2026,Player POL-4,14/05/1998,MF,4,Poland,Inter Milan,Serie A,184,74,Right
Poland,2026,Player POL-5,15/05/1998,MF,5,Poland,Al-Hilal,Saudi Pro League,185,75,Right
Poland,2026,Player POL-6,16/05/1998,MF,6,Poland,Real Madrid,LaLiga,186,76,Right
Poland,2026,Player POL-7,17/05/1998,FW,7,Poland,Manchester City,Premier League,187,77,Left
Poland,2026,Player POL-8,18/05/1998,FW,8,Poland,Bayern Munich,Bundesliga,188,78,Right
Poland,2026,Player POL-9,19/05/1998,FW,9,Poland,PSG,Ligue 1,189,79,Right
Poland,2026,Player POL-10,20/05/1998,GK,10,Poland,Inter Milan,Serie A,192,86,Right
Poland,2026,Player POL-11,21/05/1998,DF,11,Poland,Al-Hilal,Saudi Pro League,191,81,Left
Poland,2026,Player POL-12,22/05/1998,DF,12,Poland,Real Madrid,LaLiga,192,82,Right
Poland,2026,Player POL-13,23/05/1998,DF,13,Poland,Manchester City,Premier League,193,83,Right
Poland,2026,Player POL-14,24/05/1998,MF,14,Poland,Bayern Munich,Bundesliga,194,84,Right
Poland,2026,Player POL-15,25/05/1998,MF,15,Poland,PSG,Ligue 1,180,85,Right
Poland,2026,Player POL-16,26/05/1998,MF,16,Poland,Inter Milan,Serie A,181,86,Right
Poland,2026,Player POL-17,27/05/1998,FW,17,Poland,Al-Hilal,Saudi Pro League,182,87,Right
Poland,2026,Player POL-18,10/05/1998,FW,18,Poland,Real Madrid,LaLiga,183,70,Right
Poland,2026,Player POL-19,11/05/1998,FW,19,Poland,Manchester City,Premier League,184,71,Right
Poland,2026,Player POL-20,12/05/1998,GK,20,Poland,Bayern Munich,Bundesliga,192,86,Right
Poland,2026,Player POL-21,13/05/1998,DF,21,Poland,PSG,Ligue 1,186,73,Left
Poland,2026,Player POL-22,14/05/1998,DF,22,Poland,Inter Milan,Serie A,187,74,Right
Poland,2026,Player POL-23,15/05/1998,DF,23,Poland,Al-Hilal,Saudi Pro League,188,75,Right
Poland,2026,Player POL-24,16/05/1998,MF,24,Poland,Real Madrid,LaLiga,189,76,Right
Poland,2026,Player POL-25,17/05/1998,MF,25,Poland,Manchester City,Premier League,190,77,Right
Poland,2026,Player POL-26,18/05/1998,MF,26,Poland,Bayern Munich,Bundesliga,191,78,Right
Sweden,2026,Player SWE-1,11/05/1998,DF,1,Sweden,Manchester City,Premier League,181,71,Right
Sweden,2026,Player SWE-2,12/05/1998,DF,2,Sweden,Bayern Munich,Bundesliga,182,72,Right
Sweden,2026,Player SWE-3,13/05/1998,DF,3,Sweden,PSG,Ligue 1,183,73,Left
Sweden,2026,Player SWE-4,14/05/1998,MF,4,Sweden,Inter Milan,Serie A,184,74,Right
Sweden,2026,Player SWE-5,15/05/1998,MF,5,Sweden,Al-Hilal,Saudi Pro League,185,75,Right
Sweden,2026,Player SWE-6,16/05/1998,MF,6,Sweden,Real Madrid,LaLiga,186,76,Right
Sweden,2026,Player SWE-7,17/05/1998,FW,7,Sweden,Manchester City,Premier League,187,77,Left
Sweden,2026,Player SWE-8,18/05/1998,FW,8,Sweden,Bayern Munich,Bundesliga,188,78,Right
Sweden,2026,Player SWE-9,19/05/1998,FW,9,Sweden,PSG,Ligue 1,189,79,Right
Sweden,2026,Player SWE-10,20/05/1998,GK,10,Sweden,Inter Milan,Serie A,192,86,Right
Sweden,2026,Player SWE-11,21/05/1998,DF,11,Sweden,Al-Hilal,Saudi Pro League,191,81,Left
Sweden,2026,Player SWE-12,22/05/1998,DF,12,Sweden,Real Madrid,LaLiga,192,82,Right
Sweden,2026,Player SWE-13,23/05/1998,DF,13,Sweden,Manchester City,Premier League,193,83,Right
Sweden,2026,Player SWE-14,24/05/1998,MF,14,Sweden,Bayern Munich,Bundesliga,194,84,Right
Sweden,2026,Player SWE-15,25/05/1998,MF,15,Sweden,PSG,Ligue 1,180,85,Right
Sweden,2026,Player SWE-16,26/05/1998,MF,16,Sweden,Inter Milan,Serie A,181,86,Right
Sweden,2026,Player SWE-17,27/05/1998,FW,17,Sweden,Al-Hilal,Saudi Pro League,182,87,Right
Sweden,2026,Player SWE-18,10/05/1998,FW,18,Sweden,Real Madrid,LaLiga,183,70,Right
Sweden,2026,Player SWE-19,11/05/1998,FW,19,Sweden,Manchester City,Premier League,184,71,Right
Sweden,2026,Player SWE-20,12/05/1998,GK,20,Sweden,Bayern Munich,Bundesliga,192,86,Right
Sweden,2026,Player SWE-21,13/05/1998,DF,21,Sweden,PSG,Ligue 1,186,73,Left
Sweden,2026,Player SWE-22,14/05/1998,DF,22,Sweden,Inter Milan,Serie A,187,74,Right
Sweden,2026,Player SWE-23,15/05/1998,DF,23,Sweden,Al-Hilal,Saudi Pro League,188,75,Right
Sweden,2026,Player SWE-24,16/05/1998,MF,24,Sweden,Real Madrid,LaLiga,189,76,Right
Sweden,2026,Player SWE-25,17/05/1998,MF,25,Sweden,Manchester City,Premier League,190,77,Right
Sweden,2026,Player SWE-26,18/05/1998,MF,26,Sweden,Bayern Munich,Bundesliga,191,78,Right
Switzerland,2026,Player SWI-1,11/05/1998,DF,1,Switzerland,Manchester City,Premier League,181,71,Right
Switzerland,2026,Player SWI-2,12/05/1998,DF,2,Switzerland,Bayern Munich,Bundesliga,182,72,Right
Switzerland,2026,Player SWI-3,13/05/1998,DF,3,Switzerland,PSG,Ligue 1,183,73,Left
Switzerland,2026,Player SWI-4,14/05/1998,MF,4,Switzerland,Inter Milan,Serie A,184,74,Right
Switzerland,2026,Player SWI-5,15/05/1998,MF,5,Switzerland,Al-Hilal,Saudi Pro League,185,75,Right
Switzerland,2026,Player SWI-6,16/05/1998,MF,6,Switzerland,Real Madrid,LaLiga,186,76,Right
Switzerland,2026,Player SWI-7,17/05/1998,FW,7,Switzerland,Manchester City,Premier League,187,77,Left
Switzerland,2026,Player SWI-8,18/05/1998,FW,8,Switzerland,Bayern Munich,Bundesliga,188,78,Right
Switzerland,2026,Player SWI-9,19/05/1998,FW,9,Switzerland,PSG,Ligue 1,189,79,Right
Switzerland,2026,Player SWI-10,20/05/1998,GK,10,Switzerland,Inter Milan,Serie A,192,86,Right
Switzerland,2026,Player SWI-11,21/05/1998,DF,11,Switzerland,Al-Hilal,Saudi Pro League,191,81,Left
Switzerland,2026,Player SWI-12,22/05/1998,DF,12,Switzerland,Real Madrid,LaLiga,192,82,Right
Switzerland,2026,Player SWI-13,23/05/1998,DF,13,Switzerland,Manchester City,Premier League,193,83,Right
Switzerland,2026,Player SWI-14,24/05/1998,MF,14,Switzerland,Bayern Munich,Bundesliga,194,84,Right
Switzerland,2026,Player SWI-15,25/05/1998,MF,15,Switzerland,PSG,Ligue 1,180,85,Right
Switzerland,2026,Player SWI-16,26/05/1998,MF,16,Switzerland,Inter Milan,Serie A,181,86,Right
Switzerland,2026,Player SWI-17,27/05/1998,FW,17,Switzerland,Al-Hilal,Saudi Pro League,182,87,Right
Switzerland,2026,Player SWI-18,10/05/1998,FW,18,Switzerland,Real Madrid,LaLiga,183,70,Right
Switzerland,2026,Player SWI-19,11/05/1998,FW,19,Switzerland,Manchester City,Premier League,184,71,Right
Switzerland,2026,Player SWI-20,12/05/1998,GK,20,Switzerland,Bayern Munich,Bundesliga,192,86,Right
Switzerland,2026,Player SWI-21,13/05/1998,DF,21,Switzerland,PSG,Ligue 1,186,73,Left
Switzerland,2026,Player SWI-22,14/05/1998,DF,22,Switzerland,Inter Milan,Serie A,187,74,Right
Switzerland,2026,Player SWI-23,15/05/1998,DF,23,Switzerland,Al-Hilal,Saudi Pro League,188,75,Right
Switzerland,2026,Player SWI-24,16/05/1998,MF,24,Switzerland,Real Madrid,LaLiga,189,76,Right
Switzerland,2026,Player SWI-25,17/05/1998,MF,25,Switzerland,Manchester City,Premier League,190,77,Right
Switzerland,2026,Player SWI-26,18/05/1998,MF,26,Switzerland,Bayern Munich,Bundesliga,191,78,Right
Austria,2026,Player AUS-1,11/05/1998,DF,1,Austria,Manchester City,Premier League,181,71,Right
Austria,2026,Player AUS-2,12/05/1998,DF,2,Austria,Bayern Munich,Bundesliga,182,72,Right
Austria,2026,Player AUS-3,13/05/1998,DF,3,Austria,PSG,Ligue 1,183,73,Left
Austria,2026,Player AUS-4,14/05/1998,MF,4,Austria,Inter Milan,Serie A,184,74,Right
Austria,2026,Player AUS-5,15/05/1998,MF,5,Austria,Al-Hilal,Saudi Pro League,185,75,Right
Austria,2026,Player AUS-6,16/05/1998,MF,6,Austria,Real Madrid,LaLiga,186,76,Right
Austria,2026,Player AUS-7,17/05/1998,FW,7,Austria,Manchester City,Premier League,187,77,Left
Austria,2026,Player AUS-8,18/05/1998,FW,8,Austria,Bayern Munich,Bundesliga,188,78,Right
Austria,2026,Player AUS-9,19/05/1998,FW,9,Austria,PSG,Ligue 1,189,79,Right
Austria,2026,Player AUS-10,20/05/1998,GK,10,Austria,Inter Milan,Serie A,192,86,Right
Austria,2026,Player AUS-11,21/05/1998,DF,11,Austria,Al-Hilal,Saudi Pro League,191,81,Left
Austria,2026,Player AUS-12,22/05/1998,DF,12,Austria,Real Madrid,LaLiga,192,82,Right
Austria,2026,Player AUS-13,23/05/1998,DF,13,Austria,Manchester City,Premier League,193,83,Right
Austria,2026,Player AUS-14,24/05/1998,MF,14,Austria,Bayern Munich,Bundesliga,194,84,Right
Austria,2026,Player AUS-15,25/05/1998,MF,15,Austria,PSG,Ligue 1,180,85,Right
Austria,2026,Player AUS-16,26/05/1998,MF,16,Austria,Inter Milan,Serie A,181,86,Right
Austria,2026,Player AUS-17,27/05/1998,FW,17,Austria,Al-Hilal,Saudi Pro League,182,87,Right
Austria,2026,Player AUS-18,10/05/1998,FW,18,Austria,Real Madrid,LaLiga,183,70,Right
Austria,2026,Player AUS-19,11/05/1998,FW,19,Austria,Manchester City,Premier League,184,71,Right
Austria,2026,Player AUS-20,12/05/1998,GK,20,Austria,Bayern Munich,Bundesliga,192,86,Right
Austria,2026,Player AUS-21,13/05/1998,DF,21,Austria,PSG,Ligue 1,186,73,Left
Austria,2026,Player AUS-22,14/05/1998,DF,22,Austria,Inter Milan,Serie A,187,74,Right
Austria,2026,Player AUS-23,15/05/1998,DF,23,Austria,Al-Hilal,Saudi Pro League,188,75,Right
Austria,2026,Player AUS-24,16/05/1998,MF,24,Austria,Real Madrid,LaLiga,189,76,Right
Austria,2026,Player AUS-25,17/05/1998,MF,25,Austria,Manchester City,Premier League,190,77,Right
Austria,2026,Player AUS-26,18/05/1998,MF,26,Austria,Bayern Munich,Bundesliga,191,78,Right
Denmark,2026,Player DEN-1,11/05/1998,DF,1,Denmark,Manchester City,Premier League,181,71,Right
Denmark,2026,Player DEN-2,12/05/1998,DF,2,Denmark,Bayern Munich,Bundesliga,182,72,Right
Denmark,2026,Player DEN-3,13/05/1998,DF,3,Denmark,PSG,Ligue 1,183,73,Left
Denmark,2026,Player DEN-4,14/05/1998,MF,4,Denmark,Inter Milan,Serie A,184,74,Right
Denmark,2026,Player DEN-5,15/05/1998,MF,5,Denmark,Al-Hilal,Saudi Pro League,185,75,Right
Denmark,2026,Player DEN-6,16/05/1998,MF,6,Denmark,Real Madrid,LaLiga,186,76,Right
Denmark,2026,Player DEN-7,17/05/1998,FW,7,Denmark,Manchester City,Premier League,187,77,Left
Denmark,2026,Player DEN-8,18/05/1998,FW,8,Denmark,Bayern Munich,Bundesliga,188,78,Right
Denmark,2026,Player DEN-9,19/05/1998,FW,9,Denmark,PSG,Ligue 1,189,79,Right
Denmark,2026,Player DEN-10,20/05/1998,GK,10,Denmark,Inter Milan,Serie A,192,86,Right
Denmark,2026,Player DEN-11,21/05/1998,DF,11,Denmark,Al-Hilal,Saudi Pro League,191,81,Left
Denmark,2026,Player DEN-12,22/05/1998,DF,12,Denmark,Real Madrid,LaLiga,192,82,Right
Denmark,2026,Player DEN-13,23/05/1998,DF,13,Denmark,Manchester City,Premier League,193,83,Right
Denmark,2026,Player DEN-14,24/05/1998,MF,14,Denmark,Bayern Munich,Bundesliga,194,84,Right
Denmark,2026,Player DEN-15,25/05/1998,MF,15,Denmark,PSG,Ligue 1,180,85,Right
Denmark,2026,Player DEN-16,26/05/1998,MF,16,Denmark,Inter Milan,Serie A,181,86,Right
Denmark,2026,Player DEN-17,27/05/1998,FW,17,Denmark,Al-Hilal,Saudi Pro League,182,87,Right
Denmark,2026,Player DEN-18,10/05/1998,FW,18,Denmark,Real Madrid,LaLiga,183,70,Right
Denmark,2026,Player DEN-19,11/05/1998,FW,19,Denmark,Manchester City,Premier League,184,71,Right
Denmark,2026,Player DEN-20,12/05/1998,GK,20,Denmark,Bayern Munich,Bundesliga,192,86,Right
Denmark,2026,Player DEN-21,13/05/1998,DF,21,Denmark,PSG,Ligue 1,186,73,Left
Denmark,2026,Player DEN-22,14/05/1998,DF,22,Denmark,Inter Milan,Serie A,187,74,Right
Denmark,2026,Player DEN-23,15/05/1998,DF,23,Denmark,Al-Hilal,Saudi Pro League,188,75,Right
Denmark,2026,Player DEN-24,16/05/1998,MF,24,Denmark,Real Madrid,LaLiga,189,76,Right
Denmark,2026,Player DEN-25,17/05/1998,MF,25,Denmark,Manchester City,Premier League,190,77,Right
Denmark,2026,Player DEN-26,18/05/1998,MF,26,Denmark,Bayern Munich,Bundesliga,191,78,Right
Turkey,2026,Player TUR-1,11/05/1998,DF,1,Turkey,Manchester City,Premier League,181,71,Right
Turkey,2026,Player TUR-2,12/05/1998,DF,2,Turkey,Bayern Munich,Bundesliga,182,72,Right
Turkey,2026,Player TUR-3,13/05/1998,DF,3,Turkey,PSG,Ligue 1,183,73,Left
Turkey,2026,Player TUR-4,14/05/1998,MF,4,Turkey,Inter Milan,Serie A,184,74,Right
Turkey,2026,Player TUR-5,15/05/1998,MF,5,Turkey,Al-Hilal,Saudi Pro League,185,75,Right
Turkey,2026,Player TUR-6,16/05/1998,MF,6,Turkey,Real Madrid,LaLiga,186,76,Right
Turkey,2026,Player TUR-7,17/05/1998,FW,7,Turkey,Manchester City,Premier League,187,77,Left
Turkey,2026,Player TUR-8,18/05/1998,FW,8,Turkey,Bayern Munich,Bundesliga,188,78,Right
Turkey,2026,Player TUR-9,19/05/1998,FW,9,Turkey,PSG,Ligue 1,189,79,Right
Turkey,2026,Player TUR-10,20/05/1998,GK,10,Turkey,Inter Milan,Serie A,192,86,Right
Turkey,2026,Player TUR-11,21/05/1998,DF,11,Turkey,Al-Hilal,Saudi Pro League,191,81,Left
Turkey,2026,Player TUR-12,22/05/1998,DF,12,Turkey,Real Madrid,LaLiga,192,82,Right
Turkey,2026,Player TUR-13,23/05/1998,DF,13,Turkey,Manchester City,Premier League,193,83,Right
Turkey,2026,Player TUR-14,24/05/1998,MF,14,Turkey,Bayern Munich,Bundesliga,194,84,Right
Turkey,2026,Player TUR-15,25/05/1998,MF,15,Turkey,PSG,Ligue 1,180,85,Right
Turkey,2026,Player TUR-16,26/05/1998,MF,16,Turkey,Inter Milan,Serie A,181,86,Right
Turkey,2026,Player TUR-17,27/05/1998,FW,17,Turkey,Al-Hilal,Saudi Pro League,182,87,Right
Turkey,2026,Player TUR-18,10/05/1998,FW,18,Turkey,Real Madrid,LaLiga,183,70,Right
Turkey,2026,Player TUR-19,11/05/1998,FW,19,Turkey,Manchester City,Premier League,184,71,Right
Turkey,2026,Player TUR-20,12/05/1998,GK,20,Turkey,Bayern Munich,Bundesliga,192,86,Right
Turkey,2026,Player TUR-21,13/05/1998,DF,21,Turkey,PSG,Ligue 1,186,73,Left
Turkey,2026,Player TUR-22,14/05/1998,DF,22,Turkey,Inter Milan,Serie A,187,74,Right
Turkey,2026,Player TUR-23,15/05/1998,DF,23,Turkey,Al-Hilal,Saudi Pro League,188,75,Right
Turkey,2026,Player TUR-24,16/05/1998,MF,24,Turkey,Real Madrid,LaLiga,189,76,Right
Turkey,2026,Player TUR-25,17/05/1998,MF,25,Turkey,Manchester City,Premier League,190,77,Right
Turkey,2026,Player TUR-26,18/05/1998,MF,26,Turkey,Bayern Munich,Bundesliga,191,78,Right
Serbia,2026,Player SER-1,11/05/1998,DF,1,Serbia,Manchester City,Premier League,181,71,Right
Serbia,2026,Player SER-2,12/05/1998,DF,2,Serbia,Bayern Munich,Bundesliga,182,72,Right
Serbia,2026,Player SER-3,13/05/1998,DF,3,Serbia,PSG,Ligue 1,183,73,Left
Serbia,2026,Player SER-4,14/05/1998,MF,4,Serbia,Inter Milan,Serie A,184,74,Right
Serbia,2026,Player SER-5,15/05/1998,MF,5,Serbia,Al-Hilal,Saudi Pro League,185,75,Right
Serbia,2026,Player SER-6,16/05/1998,MF,6,Serbia,Real Madrid,LaLiga,186,76,Right
Serbia,2026,Player SER-7,17/05/1998,FW,7,Serbia,Manchester City,Premier League,187,77,Left
Serbia,2026,Player SER-8,18/05/1998,FW,8,Serbia,Bayern Munich,Bundesliga,188,78,Right
Serbia,2026,Player SER-9,19/05/1998,FW,9,Serbia,PSG,Ligue 1,189,79,Right
Serbia,2026,Player SER-10,20/05/1998,GK,10,Serbia,Inter Milan,Serie A,192,86,Right
Serbia,2026,Player SER-11,21/05/1998,DF,11,Serbia,Al-Hilal,Saudi Pro League,191,81,Left
Serbia,2026,Player SER-12,22/05/1998,DF,12,Serbia,Real Madrid,LaLiga,192,82,Right
Serbia,2026,Player SER-13,23/05/1998,DF,13,Serbia,Manchester City,Premier League,193,83,Right
